rainfall_mm,river_level_m,soil_moisture_index,elevation_m,drainage_capacity,flood_occurred
23.936793898692365,4.0392836337267175,41.0023786741743,54.501556339466475,0.3,0
14.944647302155875,4.101956318188995,48.19949177328671,48.956415505619134,0.5,0
13.822835843709536,1.52129428699826,7.046067766695829,67.75490849240049,0.3,0
13.823022943318007,2.5737673531068044,27.814364044891082,35.208039816422335,0.5,0
46.49714412230651,4.792144292815406,32.45066491689473,51.396516742158965,0.3,0
28.667062309642223,4.341970781360809,94.51224487448869,50.6502463118878,0.3,0
11.310780017408991,0.9407108227784042,28.266736054115903,58.13280406064593,0.5,0
24.698144734312134,3.5272198505283026,46.0868735269652,41.561461225751,0.8,0
19.989602640646467,0.032662125937784836,67.13044235642798,32.56327397603464,0.8,0
2.159149434905854,3.0704023530905546,16.21833724078774,51.56823016098193,0.5,0
6.712422826877063,5.8466505251189655,48.64423871418745,52.812304922186044,0.5,0
21.061656373481632,1.5781609240965206,73.85390394759077,64.89599409447649,0.8,0
43.65176867483528,1.7485154317626268,86.6855213027066,37.296379536749136,0.8,0
13.91852184959146,4.146044672359289,62.62592746624267,61.5469376671672,0.8,0
10.580274390543035,0.6857977271855313,66.90535153169479,73.67414364027121,0.5,0
18.140075414721657,2.0508674551724413,12.628347258456895,46.22235112477523,0.3,0
10.052844807180977,3.894661706372629,94.57764972463471,37.09057780506776,0.5,0
13.177413811391885,2.0485712284658955,13.257407748448236,45.93025633626629,0.8,0
16.493024789402646,2.6460450191835427,77.46729371817983,50.140049673713804,0.3,0
6.401373048438836,4.116278565472552,26.481632177831884,55.63787875006915,0.5,0
29.70060094213139,3.632319125304842,93.35931437012516,44.08605270161952,0.8,0
5.351814462790401,3.400227594443103,71.99595393694796,65.55198534147343,0.5,0
4.727934438346733,2.491316581094942,75.38137129783689,38.854676849919386,0.3,0
19.33950417888135,3.555091672903433,21.905917305988332,32.607948478272,0.8,0
28.133538079790505,2.8144009798503653,44.30399766351608,61.06710424287317,0.5,0
18.978355743570706,3.686708414888677,61.78131945892864,27.253789687938003,0.3,0
15.217791770846008,2.254601962323033,76.99736182066009,47.95870231127284,0.3,0
13.073814349834743,2.7261465384306884,10.395937591238958,81.17681129208047,0.5,0
11.399098306866504,1.5150633111719791,96.23653164545284,49.87956447040069,0.3,0
34.3779930051945,2.947488584990646,89.0220670554556,38.7923234930375,0.8,0
21.21043939389922,1.7834987045567328,27.034859049558435,49.426025362132066,0.3,0
12.17318813658654,1.32893032475701,82.2760243032332,49.49199211380466,0.5,0
9.366065293115572,3.387991721783082,51.832392303982346,51.60649940353117,0.8,0
25.87618956707874,3.3191096637864903,46.18064815620186,56.6226298215962,0.3,0
33.83441673402218,4.1743106024228585,31.44341058114054,39.608888316322606,0.3,0
31.812097818028885,2.3533116456373513,58.096858663159246,66.87548055236793,0.8,0
8.010470482113469,3.6120792702551334,72.98891177035978,52.45114284372618,0.8,0
12.984978012876242,3.8261963584104945,41.09329049627583,57.26794046401804,0.3,0
11.214349675200985,3.667160711747392,62.92191930082921,43.718506002443576,0.8,0
14.382881157859886,1.7615194757967867,69.93129211553037,62.86382136995533,0.5,0
29.510885233632564,3.224045223406783,71.11218170152858,47.42947591186935,0.3,0
41.022624572072104,3.546210444081992,5.196609813118025,52.775525134935314,0.5,0
21.784871403084985,3.010767700361913,85.97478056850669,40.668939228128906,0.3,0
9.648446230922172,-0.12971648755662724,45.82533147650479,40.030683735978734,0.5,0
16.20841964888904,3.24073443596022,26.241608169621443,56.882053064528826,0.5,0
46.12539535073584,6.318796559095864,24.176450747968158,45.56393169792614,0.8,0
17.815886015538528,2.459941096864526,48.301411284395044,41.46176912495623,0.3,0
13.096847025755771,1.9078843532170182,88.68315394689591,43.5681665797297,0.8,0
13.988526118012786,3.560022839567097,37.83475816826469,56.98953071717421,0.8,0
21.715133640480122,3.4685673156998575,74.97257467835433,43.70962138796389,0.3,0
8.256317345052627,4.7891027481246216,9.68187309872186,48.82345068397836,0.5,0
10.991971181233627,1.1131977661366683,47.60567021510618,50.15027750287097,0.3,0
31.497723935742506,4.0970703788624885,99.16861403927356,30.82651113989701,0.3,0
21.281276153230642,3.885633091877195,77.0437802792337,35.28873594626482,0.3,0
17.9516084047888,2.786780194589181,21.0528488440613,53.362778892475625,0.8,0
32.56013564679034,3.508030976882535,50.14414736979107,42.629706388473025,0.3,0
9.146857837815253,4.544186222397536,23.362476364856654,60.567249112804184,0.3,0
12.784349172309803,4.308473070042675,40.95609272625092,59.668071042505446,0.3,0
20.78930304781394,1.285471031889407,78.00840237349648,57.19168666355437,0.5,0
20.26914590597363,4.230237280133227,77.12248152904037,68.19771787312598,0.5,0
4.258455742984131,2.902967092451222,22.810037790238514,49.169106722568166,0.5,0
11.804614136051148,3.109311147023273,92.22233181548602,56.488819259038394,0.5,0
14.669983703616063,3.109795486502542,59.25681827648268,44.15599023403969,0.8,0
22.446055420317677,2.77463551680261,37.992429096201455,74.52369912868724,0.8,0
20.217636415175996,4.787561245660598,50.19355807808606,69.83633652436019,0.3,0
15.723929640013088,2.874423060226182,60.50712534377437,50.11880434517792,0.8,0
2.1410508190600064,1.320680807425247,55.98905318457854,53.86586229905192,0.5,0
16.326711944514607,2.4097052160454067,48.64050355361782,63.592975993648054,0.3,0
17.456390277852233,3.2680420752157135,50.49328040894001,48.52860495185893,0.3,0
72.97997788782871,4.843822176445576,17.641191042788616,43.433759292002954,0.5,0
14.304597726306332,3.9046420274232503,81.27329043046794,58.73989751006883,0.5,0
20.870595224639974,1.724197081879434,54.176031994101535,50.7843924608367,0.5,0
36.20212758880965,6.7277848750183376,13.107986170470308,51.829944496452605,0.8,0
28.380726964723607,3.3971629664669694,76.61571015827779,41.65728656932035,0.3,0
42.12804580611479,4.913086106998522,93.24439783773508,32.82327851636604,0.5,0
4.329122194076865,2.7724283496341564,94.7306899236962,52.36142409879101,0.3,0
6.870618941603256,3.800038867058174,36.901773241117276,59.049620414942,0.3,0
10.372670444422269,4.259202756777607,13.551687356075403,47.74193250923958,0.8,0
3.593171948522547,4.827292067631384,51.839962663306515,64.36429519558867,0.3,0
17.567572936081476,4.586052458067337,11.260922934922068,42.96083674584455,0.5,0
7.391777105705169,4.308295500109467,93.39874185126172,39.4529554503408,0.5,0
45.7520874668209,2.527369903208837,18.357962735514597,49.32769692803869,0.3,0
8.462008804452893,2.1423809370659077,25.276585995116406,49.174074246487095,0.3,0
12.845032178696396,3.498911265486296,40.663652688497045,57.69968731335223,0.8,0
29.529621597042528,4.399692108511604,38.31644685591258,42.25037175936015,0.5,0
5.291380569674935,2.665918948835089,79.4662892397889,63.680942368148976,0.5,0
3.3358316490999114,4.59775794857158,45.631682055096235,69.66916962508253,0.3,0
19.165717437776124,5.1789251182292695,17.07682600033369,49.60855973031658,0.3,0
20.251904857497532,1.6255186213898705,26.72098954860741,62.497104201843186,0.3,0
28.934546398238304,1.7446189443055802,50.9113385187522,39.4350292937474,0.5,0
24.35377220027748,2.7894374116419955,14.745391742613489,60.75221541181916,0.3,0
20.802236705702892,3.4614190022837947,61.16556756460141,60.472764085594626,0.8,0
9.338814169542264,2.2131494793494237,56.57473065511459,58.634372801898785,0.8,0
19.84844911636944,5.028304018300717,71.47023163822577,49.84436911129706,0.3,0
20.743742601607025,3.6361002922776766,93.77046153793677,20.457510587579687,0.8,0
9.040842928085176,3.059170572361109,91.22545611011557,43.58272856347871,0.8,0
54.22075519778427,0.8461357141972088,94.60756180688314,43.740839823153976,0.8,0
23.562735707681096,1.0262762753587393,24.471559702370094,40.21745061939522,0.8,0
6.984617454703965,3.4215138754227095,13.156530663935461,51.22243004547066,0.8,0
29.03277905202262,-0.1988934392322541,30.22767004964485,45.81036554478765,0.5,0
32.453951404038996,4.518956114466108,89.50851727663147,41.75387990234978,0.3,0
22.583783487614156,2.7627692334415195,97.20534746234883,39.4119985175218,0.8,0
13.695198381389302,7.864639454392099,85.9324951070476,42.84487014514771,0.3,0
8.7068534604621,6.461874375924166,11.00177211275436,61.21499211849928,0.8,0
15.690971963520981,2.727826396128725,94.74279980597932,43.38974945372506,0.5,0
21.47025945722302,2.8404944962030276,42.3358027350786,44.85061293566727,0.5,0
16.83508449691649,4.493372271003045,0.9310290762353679,45.43302384976754,0.8,0
43.35527216987615,5.554758914877056,44.23937407481936,53.389935138094195,0.8,0
26.119128358470558,0.5429564138459746,4.606916967546759,54.562494885285325,0.8,0
7.869200543779319,0.3204368019679702,54.387792116111754,19.55343460756838,0.5,0
6.311876548292238,2.066947791668428,33.855402743705135,60.21635213827608,0.5,0
23.703511150172915,3.8741063747607964,47.343493359404874,64.36368034243753,0.3,0
13.945025259693507,3.7453103857613956,61.3170360743117,39.498134626383305,0.5,0
27.688121461893598,4.604657182475775,86.88010958178202,40.27701755265166,0.8,0
23.553056285864923,1.2004537074520378,66.19015764719286,45.49746612221728,0.3,0
15.744018794262605,-0.47421579445331474,43.40488684781807,42.43995980543395,0.5,0
7.950606810600568,4.287021292953218,81.9427853670365,52.23926873946606,0.5,0
3.76199724686522,1.7577055905521481,90.55821375731323,30.534747136411358,0.8,0
19.586207416977896,-0.027731796582957102,11.975996643219721,38.8207239196326,0.3,0
5.202515336190322,3.2175956189390726,53.19329775527915,65.39197200174908,0.5,0
7.662041294056971,4.189763532328016,28.451195974244413,40.71780032651982,0.5,0
18.73106279986648,2.816914301818084,4.706119787694741,62.43428278102925,0.8,0
17.42948875519292,2.313227420726266,66.85466951139854,53.55338195590137,0.3,0
5.83721956473482,2.7609566517811404,86.27707774592255,31.907322854117417,0.3,0
34.92326563523554,2.4441258563988257,16.290265447739404,56.35329195216206,0.3,0
34.308584304484086,0.9779293320897491,81.24136576239005,48.823326978071464,0.3,0
24.239142083758644,1.9279789845143522,85.33957335369416,45.44532943750259,0.8,0
24.218444540979807,3.781919857520722,91.43404426664836,52.44957093172004,0.5,0
24.239347891307315,3.48251781206475,26.528508908605243,54.746334855667925,0.5,0
32.265599468570635,3.2520897089502303,90.39530651898893,57.0759182197462,0.3,0
26.569753608282486,1.5072772772199308,32.06627547364322,61.78252847548002,0.3,0
8.547978107475362,2.7277452567964993,55.23380134555028,54.081359127783564,0.3,0
13.792484807043202,-0.26559756966428205,5.050747083228213,36.243659112136385,0.5,0
67.96532198224487,3.2677149958280847,4.388108836874361,45.26354542348809,0.5,0
2.3148431907127023,5.143286561720351,72.03732127322029,79.43048335268621,0.3,0
11.286297094694573,0.7888018019368417,44.4479977977791,57.244910603817274,0.8,0
35.04812556028296,2.121108490023367,25.629237536921757,73.69287300811497,0.5,0
9.032668262358367,3.4936601680651944,19.04134960249102,63.95434082199185,0.5,0
27.069792883492234,4.879263951641225,66.9953490859218,52.41802071555749,0.3,0
17.261946383968553,2.3276630755497756,0.04015440253398728,53.01407069781118,0.8,0
9.590449170296422,1.9616245061011555,80.58911691968542,49.63419960123154,0.3,0
1.8101121712115862,0.04661528637587509,7.924960612992882,32.621953841535,0.3,0
19.19152519935468,3.1551571939621597,19.148961490811946,50.180472524682244,0.8,0
8.386093214828442,6.063114060215616,38.62363952990896,62.10674552542197,0.8,0
15.228873752748076,3.4160376929470138,48.48587397161036,44.00360005178796,0.8,0
24.07300969925776,2.96658153122443,35.49951158139418,54.1195299906181,0.5,0
30.52812298347078,3.483123466150478,32.071216498429386,58.51591045893197,0.3,0
11.256323557740238,2.983361994077097,96.39160120731884,40.903195606875244,0.5,0
9.575016153241677,1.7804784416098052,64.15796812433942,45.48697135656335,0.8,0
5.113060779282968,4.234919873516558,2.343295536738821,39.820885095228405,0.5,0
31.54629072396417,3.338642284667632,43.01759084443132,41.77834393310593,0.8,0
61.81725975508609,3.026419877900486,87.50086997439702,37.12394716346939,0.8,0
33.864763831996676,1.5369509590826251,30.145618641066797,40.995515386219736,0.3,0
38.95601052642701,4.955261897902139,9.455634477438824,64.19455680797839,0.3,0
9.098340955223158,3.9970541179996646,75.83847715899178,40.845229709097076,0.3,0
23.078016650556734,2.170618743949047,60.60138319360813,51.2645921906069,0.5,0
28.800694989607774,4.502737280522906,57.03125078265039,44.971312463290445,0.3,0
6.631385974313213,2.2536437424221893,5.357655960740793,61.78865937036939,0.8,0
